Name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes
Send door.,679,2,6,Michael Sanders,352858,2844763
Sport each.,701,2,4,Deborah Wright,190396,4214970
Control same.,728,1,3,Michele Cruz,164911,3610360
Change media.,80,3,1,Darren Lambert,266509,2848346
Scene.,233,2,1,Mrs. Jackie Rodriguez,275782,1558119
College mother.,704,3,9,Lauren Fernandez,117934,2457658
List.,202,3,3,Patricia Alexander,80569,2831728
Sister space.,490,3,6,Christopher Perez,319433,2879483
Involve yourself.,772,5,9,Christopher Miller II,167764,3787845
Happy.,571,3,7,Michael Smith,61337,3006553
Culture.,364,3,9,Timothy Jacobs,91071,6774414
Seek.,477,2,3,Crystal Salinas,290511,2095078
Down.,124,2,2,Susan Vargas,382361,5930215
Laugh.,428,1,8,Heather Flores,62276,1830349
Memory.,376,4,9,Aaron Phillips,362387,4975817
Seven.,948,1,3,Jill Walls DVM,282068,6295503
Population.,217,2,9,Ashley Peters,311574,4500380
Enjoy.,125,2,9,Kyle Montgomery,287447,6630817
Door.,789,1,7,Samuel Anderson,171447,3545106
Plan green.,591,3,10,Joe Petersen,354374,6302403
Good everyone.,30,1,6,Victoria Hester,276206,5491446
Cover commercial.,944,4,8,Norma Proctor,223309,2107381
See.,796,5,10,Alexis Williams,389937,6908773
Reality.,354,3,6,Elizabeth Black,214465,3153890
Budget.,128,3,6,Jasmine Garcia,283254,3463720
Memory.,600,4,1,Lisa Perez,295277,4853161
As.,224,5,5,Maria Stephens,221292,5790724
Develop tend.,330,4,7,William Sweeney,385795,4780789
Section.,411,3,1,Michelle Smith,202255,3236512
Generation.,571,5,7,Jason Williams,99479,3240448
Lay.,42,5,10,Travis Miller,157095,4326532
Art ten.,888,3,8,Anthony Oconnell,241265,4304702
Job keep.,879,1,7,Leah Tyler,67674,5689418
Century.,799,4,1,Tammy Green,396750,2280032
Bill.,805,3,2,Christopher Burke,268515,1988061
Find able.,309,3,5,Patty Taylor,377672,5964194
Choice.,73,4,4,Renee Johns,360852,4227680
Sport middle.,948,3,3,Stephanie Rogers,345592,3327775
Natural.,293,5,9,Kimberly Weber,186516,6297006
Knowledge.,143,1,4,Teresa Preston,215998,4155271
Relate.,73,2,9,Courtney Romero DDS,366235,5807282
Specific those.,50,2,10,Carol Riley,88386,4187086
Stage major.,854,1,3,Lauren Reed,212669,2763414
Shoulder.,515,3,3,Rebecca Turner,115964,1454514
Way by.,926,3,10,Rodney Gordon,337369,4280595
Impact.,505,4,5,David Cooper,151373,5602829
Indicate nothing.,793,1,3,Steven Elliott,352417,3002370
Season.,331,4,1,Matthew Day,385507,3279880
Four.,912,5,1,Jodi Hernandez,146978,2916330
Remember.,185,1,1,Stanley Robinson,233925,3268182
Rich.,895,1,5,Elizabeth Kennedy,160417,6036228
Put certainly.,505,2,3,Louis Taylor,264476,3505881
Office.,992,2,1,Ruth Marshall,398565,1550969
Too front.,431,1,5,Tommy Young,185566,1515246
Movement morning.,114,3,3,Linda Decker,331069,1587870
Hour pay.,328,5,8,Jonathan Petty,291708,3412256
Low.,260,1,6,Karen Wilson,293662,3750940
Bad page.,953,5,5,Timothy Henderson,396853,3582354
Government national.,77,2,7,Jacqueline Hall,315665,4488299
Person for.,388,2,9,Dalton Walker,214448,6227521
Chair power.,453,3,9,Mary Roberts,352296,3204355
Director soldier.,659,1,5,Darren Glass,273350,2746428
Amount.,419,5,8,Derek Green,384466,4274991
Kind record.,328,4,1,Lisa Munoz,72151,3395523
Teacher.,915,5,9,Ashley Maddox,396144,2060301
Can deal.,997,2,2,Ryan Donovan,159900,2338988
Agency.,421,2,7,Timothy Hanson,84904,2928805
Exactly.,555,3,8,Mr. Christopher Zuniga,385183,6740260
Six.,5,4,6,Danny Elliott,131504,2456568
Establish game.,218,2,6,Yesenia Price,201112,6928532
Everything.,281,1,2,Steven Chandler,158370,2572697
Rich.,688,5,6,Elizabeth Carter,329661,5114261
Nor.,68,2,10,Michael Gregory,192273,4295538
One who.,107,3,1,Joseph Jones,224519,5272420
Response.,717,3,6,Louis Johnson,177595,3689966
Body.,462,4,10,Charles Murphy,369831,3025918
Ahead.,133,1,2,Nathan Dawson,103824,5880249
Class.,184,4,7,Tracy Jones,350371,4537702
Respond city.,516,1,4,Amy Woods,218024,4243073
Everything.,584,3,2,Elizabeth Navarro,128027,4241769
Figure bring.,958,4,3,Renee Peterson,318164,3841592
Movie real.,422,4,1,Heather Aguirre,356617,4309777
Heart teacher.,199,3,3,Susan Jones,332073,4531347
Sometimes.,851,4,8,Joshua Gross,198134,2397085
Show.,146,3,1,Christopher Clark,233710,4399704
Writer.,1,3,4,Kenneth Rowe Jr.,233622,2249573
Hold.,851,2,8,Shawn Allen,256902,6884531
Else.,563,2,8,Jeffrey Berg,212481,1889159
My around.,146,5,5,Samantha Davis,86386,6246511
Home.,132,1,7,Paul Smith,318211,5131084
Nearly poor.,276,4,7,Randy Burns,99548,6501292
Senior edge.,349,1,4,Jonathan Dominguez,337549,2501441
The discussion.,967,4,8,Casey Butler,121528,3582055
Serve.,983,4,9,Justin Walker,67160,1415668
Whether.,779,4,4,Trevor Taylor,351589,1039922
Sing.,654,1,9,Julie Cross,397529,6367869
Operation.,192,5,6,Andrew Gallegos,355948,5530010
Type song.,88,1,5,Samuel Webb,225484,4697703
Article.,94,3,3,Ronald Dixon DDS,144554,2211334
Company piece.,304,2,8,Tracy Manning,143950,1364996
So.,469,2,6,Mike Williams,334767,1397357
Much man.,282,1,10,William Bowen,371794,4938372
Dog.,40,1,1,Lauren Cameron,65001,3496738
Spring.,13,3,3,Cathy Jefferson,236531,1901916
Test.,63,4,6,Melanie Cortez,156899,4634075
And.,363,3,3,Carrie Carter,291006,4707053
Collection.,298,5,10,Kristen Gibson,174934,3580785
Enough service.,983,4,2,Sharon Smith,151389,6283243
Get six.,207,3,5,Emily Anderson,328440,6887088
Good.,270,4,5,Haley Duncan,119890,2113506
Free national.,806,2,1,Shaun Daugherty,310627,6149598
She much.,69,3,8,Ryan Brown,88214,2064120
Late.,876,1,4,Melissa Turner,144642,3952188
Receive.,576,3,10,Amanda Green,294069,6499077
Talk.,525,2,8,Angela Moore,152533,4575697
Or.,484,5,2,Megan Neal,88164,3218401
Who positive.,60,3,8,Jordan Hodges,281067,5645502
Write add.,78,3,1,Brenda Gibbs,142043,5170458
Region.,784,2,9,Kyle Kramer,211978,4664490
Marriage sort.,799,5,3,Jeffrey Walsh,246960,5931858
Our many.,711,2,2,Mario Middleton,327871,3695685
Message.,67,1,5,Christian Taylor,264274,2215799
Different.,309,1,3,Christopher Reilly,344419,2136150
Step point.,947,4,3,James Mcclure,347297,5213534
Parent himself.,821,2,10,Michael Baker,176235,3157725
Stop.,278,3,8,Michelle Gallegos,170066,4054393
Sense color.,610,1,5,Aaron Allison,189056,3249118
Buy society.,953,5,7,Kayla Cole,136106,5984749
Sea alone.,17,3,9,Ms. Danielle Jones,337447,2931303
Southern.,663,3,2,John Keller DVM,170354,5644115
Father visit.,411,1,1,Stephanie Nelson,351563,4783594
Environment.,242,3,9,Barbara Williams,230787,1779109
Industry cover.,523,1,5,Wesley Simon,162023,5797377
Feeling.,25,5,2,James Vance,246351,6737715
Work front.,594,4,5,Suzanne Carpenter,305335,6762820
Firm major.,708,3,2,Kim Rodriguez,266594,3414460
Leader.,770,2,3,James Harris,90079,6408763
Property.,578,5,9,Ashley Hahn,311577,2938907
Significant.,850,2,7,Michael Shaffer,144010,5419843
But single.,990,4,10,Wendy Farley,366378,6543675
Miss.,311,4,10,Scott Hendricks,241364,2000190
Force general.,593,2,3,Kathy Reynolds,90068,4031993
Shoulder.,219,2,1,Kimberly French,245310,2566954
Yet.,262,2,5,Thomas Cameron,167153,6436554
How drop.,185,1,9,Patricia Fox,117425,6816311
Lawyer respond.,811,5,10,Jacob Mccarthy,84437,5702734
Field.,851,2,1,Dr. Kenneth Ramirez,155732,5473869
Weight.,235,1,7,Tyler Stewart,89350,1442466
Relationship nothing.,454,5,2,Elizabeth Reyes,262350,2987544
Modern.,420,2,7,Jonathan Miller,184210,6086283
Finally.,472,4,8,Judy Johns,315735,1570935
Responsibility majority.,680,3,5,Shelly Gibson,388688,1854094
Sea relationship.,467,2,10,Daniel Maldonado,263190,2841376
Sit.,587,4,8,John Miller,325476,6217401
Operation probably.,176,5,5,Daniel Sawyer,219846,4777748
Involve fish.,357,1,2,Barbara Murphy,317220,5822981
Look.,96,2,6,Stanley Miles,388158,1771286
Step win.,648,4,7,Kevin Roy,299485,1928702
Long they.,135,4,8,Patrick Young,146061,1305167
Writer throw.,98,5,1,Dawn Carroll,310166,2027140
Seek other.,870,3,10,Rachel Hull,288132,4341899
Sea.,467,5,1,Sarah Crawford,270764,2199899
Behind little.,360,5,10,Patrick Waller,378866,2379575
Tough.,385,4,6,Virginia Perez,272705,1486340
Everything myself.,923,2,5,Daniel Reeves,231570,3373795
Development.,937,5,5,Erik Taylor,225853,6962884
To.,8,2,7,Robert Bradshaw,232254,2007292
Up land.,680,1,6,Lydia Peterson,189921,5712940
Realize difficult.,212,5,6,Jose Johnson,130349,5979770
Star prove.,965,2,8,Riley Rubio,180680,4114630
Design.,686,2,8,Jose Ellis,179973,4242645
Foreign else.,90,3,8,William Velez,70920,6340908
Hand.,171,1,4,Patricia Harris,269747,6713562
Carry southern.,788,4,4,Katherine Henderson,319223,2310579
Smile.,171,4,10,Christine Lewis,212800,2555673
Health mission.,1,2,10,Tammie Bradley,235055,6346336
Question.,17,4,6,Tina Ford,190850,3440689
His hard.,860,4,6,Kyle Hayden,327006,6741118
Couple senior.,134,3,5,Hannah Oconnor,383062,5799159
Place perhaps.,374,5,8,Phillip Hays,392142,6968139
Tax.,250,1,6,Aaron Brown,263023,5454012
Church.,638,4,9,Daniel Wilson,184468,5525261
Give.,423,3,9,Richard Johnson,270556,4575644
So.,769,5,8,Philip Lopez,77566,3339970
Nor available.,611,3,5,Mary Pollard,83108,4910750
Use.,589,2,9,Joshua Bennett,260379,1015034
Wind red.,818,1,9,Roberto Wells,379819,3548787
Practice dark.,293,1,5,Amy Cook,335080,1794162
Each.,9,3,3,Brandy Thomas,210951,2877451
Defense production.,555,3,8,Ashley Johnson,88906,2326630
Hotel.,135,2,5,Brittany Everett,131234,5575848
Yourself.,519,1,3,Hannah Garcia,158966,6904254
Determine.,580,5,8,Rebecca Horn,193604,6021159
Executive late.,39,3,4,Michael Drake,64447,3024254
Including.,744,3,2,Jenna Foster,353531,3205330
Realize stay.,349,4,8,Gregory Thompson,240684,4049332
Listen.,185,2,3,Linda Mullins,280238,6353271
Statement.,458,1,10,Carol Peterson,82753,5395002
Despite either.,323,2,4,Jeffrey Johnson,325445,3607030
Heart probably.,699,1,9,Brian Jones,97015,1110744
Focus.,498,3,9,Alyssa Davis,223672,2623292
Foreign resource.,532,1,5,Cassidy Perkins MD,93000,2341391
Rather.,716,2,3,Ashley Wagner,351914,4944141
Occur.,376,1,2,Emily Williams,256315,1263936
Assume direction.,31,1,9,Aaron Doyle,68291,1158687
Blue.,385,4,1,Jon Schneider,346657,1222836
Eat.,121,4,9,Neil Marquez MD,196713,5842782
Response game.,655,4,3,Kaitlin Jones,142892,4736271
Season tend.,889,3,4,Jason Avila,311324,4376342
Item big.,36,2,5,William Huynh,199799,6803583
Office.,650,2,6,William Booker,190886,2483456
Instead.,327,5,5,Sarah Cole,339014,4924574
Politics.,430,1,6,Christopher Miller,226790,6011136
Western than.,462,4,5,Donald Garcia,263052,4666189
Less either.,186,3,2,Kristi Howell,385426,4794512
Understand.,98,4,8,Ashley Morse,202194,5994617
Congress.,590,3,9,Richard Phelps,358987,2862889
Budget.,210,3,1,James Howard,265680,4642314
Blood.,576,1,7,Susan Brown,160340,4023135
Condition support.,747,1,5,Caitlin Terry,194263,2216635
Near.,503,5,9,Marcus West,76030,4751460
Section last.,619,3,9,Jennifer Rodriguez,128959,5111599
Here statement.,495,4,9,Stephanie Crane,337038,1781405
Official end.,632,2,3,Ashley Sherman,130767,6925141
Resource part.,193,1,2,Mary Riggs,93827,4970360
Here half.,633,4,6,Jennifer Small,329662,5266365
Operation.,114,2,9,Joe Wilson,134970,2844160
Itself.,562,2,8,Andrew Taylor,126571,5109137
Ahead.,201,2,3,Elizabeth Perez,312873,3073394
Strategy.,293,4,9,Amber Haas,253593,5660288
Conference gas.,305,5,3,Shane Oconnor,219819,6598223
Risk responsibility.,598,1,4,Emily Ford,364977,6722581
Authority.,972,4,2,Alyssa Brown,290034,4688385
Age.,671,1,3,Meghan Shields,316786,4408661
Hour from.,424,4,2,Christina Perry,63168,6180148
Glass western.,925,3,2,Morgan Alexander,327716,3405113
Figure wrong.,452,3,7,Alicia Lopez,234476,5577910
Have boy.,17,2,1,Cynthia Young,363786,6814259
Pattern yet.,285,2,4,Lisa Gray,82216,4911900
Cut professor.,83,2,6,Gregory Pennington,290393,3561522
Special current.,719,1,6,Samantha Logan,310029,1707267
Reveal.,399,2,2,Kathleen Romero,281818,6440346
Run.,177,2,3,Christina Strong,74662,1752326
Production.,978,1,2,Jonathan Beasley,348489,4294025
Herself direction.,257,2,8,Michelle Odonnell,329739,5398382
Explain condition.,481,1,5,Jessica Carroll,358593,1635815
Board.,729,3,5,Crystal Miller,256928,2872724
Specific.,348,5,5,Melissa Thompson,98518,6351199
Concern.,523,5,4,Steven Miller,312661,2797668
With.,276,5,5,Anthony Morales,153607,6042811
Front.,332,2,2,Jason Mitchell,397137,3978189
Way wall.,463,2,9,Amanda Dominguez,336205,3690632
Process person.,308,4,3,Christy Castillo,73330,3339161
Between.,367,3,6,Joseph Chan,389949,1546193
History.,10,3,3,Mary Morris,261675,6668950
Hard article.,775,4,2,Jessica Williams,387400,6625763
Right from.,219,3,8,Matthew Parks,238479,4632150
Raise.,222,4,3,James Shaffer,109946,5167195
Culture house.,545,1,1,Tina Camacho,336044,1421091
Challenge establish.,146,1,4,Mr. Steven Thomas,198302,4279551
Discuss.,497,1,2,Bethany Anderson,159132,2632122
South somebody.,494,4,2,Janet Washington,384606,3706663
Experience prevent.,623,1,10,Julia Dennis,163419,5146319
Worker.,620,1,1,Elizabeth Williams,148544,2291977
Sometimes include.,572,3,5,Dylan Taylor,339353,6919454
Rest we.,752,5,5,Alexander Frye,329266,2586122
Would.,595,4,8,Lisa Cummings,116791,6713370
System.,69,4,8,David Nunez,71303,5398534
Enough find.,133,2,4,Justin Valentine,394962,2625863
Tonight left.,880,3,7,Edward Flowers,306849,2541636
Investment coach.,37,2,6,Heather Williams,120510,6357459
Strategy.,532,4,3,James Adams,92392,6053381
Something among.,857,4,4,Natasha Villegas,75308,1010146
Above.,58,5,3,Tyler Graham,217965,3552995
Back.,319,2,8,Caleb Lee,123624,3980199
Board.,400,1,2,Brooke Williams,194282,1639633
Pull.,435,5,9,Allen Dalton,246498,1788722
Mouth provide.,429,5,8,Monique Griffin,285765,1898412
Add training.,259,3,8,Tiffany Ramos,322604,5016291
Possible.,956,1,4,Pamela Reyes,114060,5807711
Also.,122,1,2,Kenneth Obrien,97927,5187911
Crime.,163,4,9,Vincent Park,339953,6326730
Art.,631,4,6,Jennifer Wyatt,330353,2330196
Soldier sort.,581,5,3,Andrew Stewart,162522,5483851
Join case.,809,4,10,Michaela Williams,254346,2951711
Question government.,658,2,6,Emily Miller,218715,4749073
Industry hit.,459,5,4,Edward Smith,99930,5810106
Catch road.,641,2,3,Monica Walker,200071,5920329
Market.,288,4,6,Alexis Melton,173150,1962886
Do billion.,180,4,1,Brian Barnett,111193,1379962
Meeting.,595,5,7,Maria Hale,191983,1703882
Involve could.,188,3,5,Michelle Gibbs,197567,2645353
Bed cause.,276,1,9,Jonathan Oneill,72790,4849719
Magazine activity.,853,4,9,Ethan Cole,287656,5233464
Coach.,581,5,9,Jessica Allen,99248,6580627
Kitchen statement.,440,3,5,Nicole Schmitt,74998,1908227
Head might.,688,1,8,Catherine Johnson,94844,2362509
Person line.,428,5,8,Anita Shaw,355254,2124716
Government same.,790,3,10,Anthony Gonzalez,315455,3956075
Parent three.,248,5,3,Zachary Clark,243364,1460992
Above.,343,4,7,Amanda Wallace,193379,1331443
Ready.,41,3,5,Teresa Harris,282768,5019664
Force.,672,1,1,Samuel Jensen,294113,4027375
Money sea.,452,4,8,Savannah Mooney,85625,1714780
Edge catch.,43,2,5,Sandra Edwards,231016,4976980
Field.,982,5,5,Nathaniel Bennett,193960,5881834
Say.,514,3,10,Danielle Rosales,119900,3224669
Together without.,701,3,4,James Daniels,198281,1318594
Cold cut.,485,3,5,William Wolf,70178,2751306
Stock another.,948,4,8,Matthew Moore,360957,1572450
South wear.,819,4,7,Steven Allen,179414,3858970
Dream argue.,989,3,2,Carla Atkinson,376778,2731194
War.,872,2,5,Trevor Hardy,328690,2402660
Power serve.,904,5,2,Alan Anderson,378149,1118901
Station.,784,2,7,Audrey Smith,263347,2865263
Today but.,931,3,3,Wanda Orr,278966,2855073
Thing herself.,134,4,5,Paul Jones,109772,3409895
Blood prepare.,461,4,2,Joseph Huynh,230457,1970227
Manager pick.,171,3,6,Jason Roman,205522,2277936
Like.,60,5,2,Rebecca Wright,117251,2652001
Tv.,877,4,9,Alexis Mann,316335,1690676
Media enough.,268,4,3,Amber Phillips,148770,6304298
Carry bed.,455,5,1,Christopher Garcia,87371,1831846
Fear.,555,1,3,Deborah Cobb,165873,1655230
Skin benefit.,724,3,8,Sean Rush,153115,4563839
Nation manager.,134,4,3,Beverly Shepherd,244095,5400728
Agent.,192,1,4,Debbie Morales,147714,6655546
Far sport.,850,3,10,Keith Ballard,140395,1683092
Fund.,601,3,3,Shelby Perez,172060,3665731
Should less.,598,3,1,Melissa Delacruz,326427,2905020
Into movie.,302,3,2,Steven Peters,138506,6255726
Able sure.,717,4,9,Eric Love,231919,6972496
Year.,235,3,5,Teresa Hines,69596,4408374
Organization ask.,728,4,2,Kristy Johnson,388478,3346589
Take.,69,1,1,Mary Wright,371325,1101807
Ask.,84,3,7,Hayden Jordan,166294,2887315
Anyone.,899,2,2,Charles Peterson,315768,5757228
Someone look.,30,4,9,Zachary Flynn,305460,5854343
Executive.,538,1,1,Michelle White,198271,5823729
American.,991,2,2,Justin Tran,270608,3350179
Few my.,359,2,9,Jonathan Mcbride,123041,3463305
Lose.,226,1,2,Jill Kaufman,256662,1889258
For.,607,1,3,Rebecca Cruz,320338,3964677
Born foot.,423,2,6,Destiny Atkinson,330672,1925790
Language.,43,3,6,Ann Anderson,391258,2407338
Hotel.,806,5,1,John Williams,333840,6157900
White federal.,688,3,1,Valerie Olson,131036,3546348
Guess both.,50,1,2,Henry Willis,360033,5290187
Defense.,366,5,6,Tony Romero,238450,6227897
Political.,467,4,3,Erica Mosley,392407,4901705
Time.,688,3,9,Summer Miller,357715,4226957
Wonder.,10,1,4,Nicholas Franklin,144602,6343519
Heart senior.,389,4,8,Matthew Garcia,281248,5976623
Manage.,627,5,2,Samantha Hernandez,338432,5886915
Leave.,816,2,7,Kevin Ward,365517,5657179
Apply move.,408,1,2,Beth Welch,203126,3989008
Whom manage.,896,1,1,Paul Jensen,262204,3862661
Water.,7,5,5,Tiffany Parker,221275,3566584
Body.,881,2,3,John Green,148176,2321151
Down religious.,306,2,3,Amanda Ortiz,174279,1924731
Left nature.,548,2,3,Amanda Wood,305339,1586411
Stay.,770,5,5,Jason Ibarra,238971,4539657
Loss turn.,507,4,4,Joann Martinez,339955,3384690
Already miss.,534,4,7,Thomas Carter,310172,3302875
Financial.,69,4,8,Daniel Jackson,122600,1805704
Design positive.,613,2,7,Dawn Bryant,138469,5566542
Lay.,180,3,6,Matthew Jacobs,169590,3953220
Available.,436,1,9,Olivia Charles,378054,5595513
Get wide.,694,2,7,Carrie Woods,267499,5015341
Your yes.,886,3,10,Renee Jenkins,230258,2591609
Special.,663,5,4,Nathan Malone,303826,5615807
Space how.,986,1,3,Kathleen Kennedy,216883,5514848
Area up.,319,5,9,Tamara Lewis,100685,6669021
For.,649,2,1,Terry Clark,237915,4096738
Treatment anything.,186,4,3,Rebecca Collins,263453,3869043
Clearly.,699,5,3,Melissa Contreras,299945,3245265
Professor throughout.,991,4,2,Mr. Larry Williams DVM,93555,4512670
Time.,912,3,6,Alan Watson,140489,5474231
Soldier same.,269,1,8,Justin Frederick,142203,2001538
Affect.,581,4,2,Tina Sims,190297,5520730
Everything.,259,2,3,Jose Miller,388892,6497897
Let hot.,411,5,6,Kyle Obrien,287808,5534724
It.,146,3,10,Scott Gonzalez,225237,4197390
Vote very.,395,5,1,Jennifer Simmons,165768,6134676
Want man.,549,4,2,Michelle Thomas,393115,5355880
Hot though.,437,5,2,Chelsea Potts,95677,3098384
Way.,95,3,8,Ashley Ruiz,148362,3711829
Agency.,696,3,3,Frank Lopez,277696,4634288
Safe loss.,629,1,7,Melissa Bowman,275078,4824597
See.,304,3,6,Maria Ayers,390380,5196005
Machine find.,836,1,8,Dr. Yolanda Ruiz,161638,6078286
Central.,273,3,8,Adrian Hill,337940,5850824
According.,150,4,4,Heidi Ayers,202988,6801994
Let bar.,410,4,6,Barbara Murphy,179337,3286753
Tell issue.,112,5,2,Melissa Ibarra,370178,2923929
Clearly.,29,1,10,Shelley Terry,355379,5788699
Value.,129,5,8,Brian Cunningham,216604,2228635
Modern.,679,2,4,Shane Sharp,88087,6343118
Affect dinner.,952,3,9,Justin Hill,338183,5562020
Back candidate.,934,5,2,Laura Dodson,96304,1717514
Talk method.,134,4,4,Larry Lewis,149172,2132511
Subject.,682,4,6,Morgan Williams,377119,4640697
What sign.,542,4,3,Matthew White,207443,2326277
Anyone.,817,4,9,Dana Thompson,63497,6069341
Entire.,914,1,2,Jennifer Martin,369040,6014022
Range.,349,2,1,Paula Young,142127,4191489
Wonder.,452,1,3,Manuel Robles,326627,1545960
Decision.,377,4,3,Jessica Galvan,295480,5027214
Explain.,849,1,5,Amy Martin,287186,1924588
The car.,658,1,5,James King MD,344811,4816049
Require others.,521,4,2,Steven Webster,149719,4700191
Manage data.,899,4,10,Jose Santiago,240620,6362089
Place.,904,4,10,Ronald Wood,222021,4228868
Help.,102,4,10,Norma Taylor,360489,3009104
Not adult.,763,3,5,Peter Long,179298,5020956
Him.,416,2,8,Karen Cardenas,359115,6486256
Probably difficult.,695,2,8,Victoria Rodriguez,213798,2746290
Morning.,730,3,3,Ryan Evans,314438,5130825
Concern morning.,551,1,10,Amanda Mcdowell,94987,4260245
